-0.625, 1, 0.04
-0.6000000000000001, 0, 0.0
-0.5750000000000001, 1, 0.04
-0.55, 1, 0.04
-0.525, 1, 0.04
-0.5, 1, 0.04
-0.47500000000000003, 2, 0.08
-0.45, 9, 0.35999999999999993
-0.42500000000000004, 4, 0.16
-0.4, 8, 0.32
-0.375, 9, 0.35999999999999993
-0.35000000000000003, 10, 0.39999999999999997
-0.325, 13, 0.5199999999999999
-0.30000000000000004, 15, 0.6
-0.275, 12, 0.48
-0.25, 27, 1.0799999999999998
-0.225, 23, 0.9199999999999999
-0.2, 32, 1.28
-0.17500000000000002, 42, 1.68
-0.15000000000000002, 37, 1.4799999999999998
-0.125, 37, 1.4799999999999998
-0.1, 48, 1.92
-0.07500000000000001, 45, 1.7999999999999998
-0.05, 52, 2.0799999999999996
-0.025, 46, 1.8399999999999999
0.0, 56, 2.2399999999999998
0.025, 56, 2.2399999999999998
0.05, 45, 1.7999999999999998
0.07500000000000001, 48, 1.92
0.1, 41, 1.64
0.125, 44, 1.7599999999999998
0.15000000000000002, 41, 1.64
0.17500000000000002, 21, 0.84
0.2, 29, 1.16
0.225, 19, 0.7599999999999999
0.25, 26, 1.0399999999999998
0.275, 23, 0.9199999999999999
0.30000000000000004, 14, 0.5599999999999999
0.325, 16, 0.64
0.35000000000000003, 10, 0.39999999999999997
0.375, 6, 0.24
0.4, 10, 0.39999999999999997
0.42500000000000004, 3, 0.12
0.45, 2, 0.08
0.47500000000000003, 2, 0.08
0.5, 4, 0.16
0.525, 3, 0.12
0.55, 1, 0.04
0.5750000000000001, 2, 0.08
0.6000000000000001, 1, 0.04
0.625, 1, 0.04
