0.0, 23, 0.7187499999999999
0.05, 36, 1.125
0.1, 26, 0.8125
0.15000000000000002, 30, 0.9375
0.2, 44, 1.375
0.25, 36, 1.125
0.30000000000000004, 28, 0.8749999999999999
0.35000000000000003, 32, 1.0
0.4, 28, 0.8749999999999999
0.45, 25, 0.78125
0.5, 31, 0.96875
0.55, 32, 1.0
0.6000000000000001, 26, 0.8125
0.65, 31, 0.96875
0.7000000000000001, 28, 0.8749999999999999
0.75, 35, 1.09375
0.8, 33, 1.0312499999999998
0.8500000000000001, 39, 1.21875
0.9, 27, 0.84375
0.9500000000000001, 38, 1.1874999999999998
1.0, 12, 0.37499999999999994
